rank,user_id,first_name,last_name,full_name,gender,nationality,gym_name,profile_photo_url,event,country,year,division,event_category,workout_filter,Run,Row,1RM Strict Press,3RM Back Squat,5RM Deadlift
39,01kp6a4938jrfrqbx9g40v6ycj,Maxime,Alberge,Maxime Alberge,Male,,,https://ui-avatars.com/api/?name=M+A&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.061KM,,,
41,01kh3rwyaxm7s9cmnywa02pfzh,Mehdi,Prevosti,Mehdi Prevosti,Male,,,https://ui-avatars.com/api/?name=M+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.28KM,3.027KM,,,
42,01jk1c59dpa11gza0dsct2pztk,Carl,van Heerden,Carl van Heerden,Male,,,https://ui-avatars.com/api/?name=C+v+H&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.804KM,,,
43,01kpk6dnx17kg07m73brkvc84t,Guatnaoui,Elias,Guatnaoui Elias,Male,,,https://ui-avatars.com/api/?name=G+E&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.053KM,,,
44,01kd8n4bt19b6a3dexp83hhjez,Tristan,Robert,Tristan Robert,Male,,,https://ui-avatars.com/api/?name=T+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.949KM,3.339KM,,,
45,01kptabbg2kq4hcpv86n77aa0f,Johann,DARCHEN,Johann DARCHEN,Male,,,https://athxgames.com/storage/profile-photos/QYQccFB9kOfQ8N0SsHyJ5bM8Gxp9F8PkJPbk94PT.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.034KM,,,
46,01kfzr8f1m5p6z1yp4s2jsed7c,Pierre,Hatinguais,Pierre Hatinguais,Male,,,https://ui-avatars.com/api/?name=P+H&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.031KM,,,
47,01kb4ykh1h5zqc8q271kt7qaqp,João Filipe,Santos,João Filipe Santos,Male,Portugal,,https://athxgames.com/storage/profile-photos/C50IevQ6zbtXclLYPykoB0lmRNCvszrxS9U0LrSv.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.61KM,3.669KM,,,
48,01kbjxks9vayq29ktnnjtfftrh,Gabin,Ricouart,Gabin Ricouart,Male,,,https://ui-avatars.com/api/?name=G+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.025KM,,,
48,01kpqaw3x4kqfsyg3y8t0pkp2j,Mathieu,ANDRAULT,Mathieu ANDRAULT,Male,,,https://ui-avatars.com/api/?name=M+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.344KM,2.931KM,,,
48,01kfxrya88tq5v3m9980ebkjh2,Mitch,Morris,Mitch Morris,Male,,,https://ui-avatars.com/api/?name=M+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.025KM,,,
51,01kprxmyesydkckwk3h6bnac3t,Eliott,Nolibois,Eliott Nolibois,Male,,,https://ui-avatars.com/api/?name=E+N&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.434KM,2.84KM,,,
52,01kd8n4bt19b6a3dexp83hhjez,Tristan,Robert,Tristan Robert,Male,,,https://ui-avatars.com/api/?name=T+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.023KM,,,
53,01knvgersnkf6brzbx4r26apzg,Amine,Barouni,Amine Barouni,Male,Tunisia,,https://ui-avatars.com/api/?name=A+B&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.772KM,,,
54,01kcbkek666k642m64w528j580,Nathan,Duhau,Nathan Duhau,Male,,,https://ui-avatars.com/api/?name=N+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.019KM,,,
55,01kttvka669fb8b1ke1bwkk4pq,Thibault,dayguesvives,Thibault dayguesvives,Male,,,https://ui-avatars.com/api/?name=T+d&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.075KM,3.189KM,,,
56,01kq5fpmep93c6563k18mhkqzh,Michael,Minotte,Michael Minotte,Male,,,https://ui-avatars.com/api/?name=M+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.983KM,3.275KM,,,
57,01h2mjhkbavjewet5yewswn3e8,Noah,Arthur-Tinworth,Noah Arthur-Tinworth,Male,,,https://ui-avatars.com/api/?name=N+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.889KM,3.36KM,,,
58,01kpzsrehpve4bnpxzjd9bpd5b,Maxime,Mechali,Maxime Mechali,Male,,,https://ui-avatars.com/api/?name=M+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.087KM,3.153KM,,,
59,01kh1mk2vqmpzxsrv10s417szr,Walid,Khannoufi,Walid Khannoufi,Male,,,https://ui-avatars.com/api/?name=W+K&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2KM,3.238KM,,,
60,01kf8p3w3ksv9vknew7fhzh834,Clément,Vadrot,Clément Vadrot,Male,,,https://ui-avatars.com/api/?name=C+V&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.982KM,,,
61,01he7yy56era0wvfznd9ecy48f,Miles,Canning,Miles Canning,Male,,,https://ui-avatars.com/api/?name=M+C&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.978KM,,,
62,01kpram3bq41xgwnvntvq3ktx4,Quentin,Lorie,Quentin Lorie,Male,,,https://ui-avatars.com/api/?name=Q+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.726KM,,,
63,01kpd1gyv4btvax75540b3vyay,Grégory,Agnellet,Grégory Agnellet,Male,France,,https://ui-avatars.com/api/?name=G+A&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.975KM,,,
64,01m0m97w4sbp32e995671kd5af,Matteo,Meneghetti,Matteo Meneghetti,Male,,,https://ui-avatars.com/api/?name=M+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.966KM,,,
65,01kdtznnq8d2kzqx5nvcbsnyp5,Chrif,Benchia,Chrif Benchia,Male,,,https://ui-avatars.com/api/?name=C+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.69KM,2.523KM,,,
65,01kp5r1p4mg4rfvj57rm5czjaa,Mathieu,Legeas,Mathieu Legeas,Male,,,https://ui-avatars.com/api/?name=M+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.963KM,,,
67,01krxaefwrvgyhec4y058rrw2w,Mohamed ali,Oussaya,Mohamed ali Oussaya,Male,,,https://ui-avatars.com/api/?name=M+a+O&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.018KM,3.193KM,,,
68,01kcyp13cd60s8njs5y6913s7w,Ludovic,Miolane,Ludovic Miolane,Male,,,https://ui-avatars.com/api/?name=L+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.025KM,3.182KM,,,
69,01kjgfd03zstb97nttf713mf6x,Oleh,Lazurka,Oleh Lazurka,Male,,,https://athxgames.com/storage/profile-photos/XUS9I9QZu2fksPviAoWRCA19TKUQUxjUnUGmoZIw.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.956KM,,,
69,01kq5ddhaw1g3x03159s2pmhqd,Brandon,De Matteis,Brandon De Matteis,Male,France,Hangar Crossfit,https://athxgames.com/storage/profile-photos/bs23cqVhutozZR5t2xGRKUf6V09goM1p3Yv1lrPf.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.886KM,3.32KM,,,
71,01kqcmpbef30vkwwz44q8064n3,Anthony,Kromwel,Anthony Kromwel,Male,,,https://ui-avatars.com/api/?name=A+K&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.641KM,2.562KM,,,
72,01kc1vgn0wnbhghtzq41ztfdg9,Yves,Le Galo,Yves Le Galo,Male,,,https://ui-avatars.com/api/?name=Y+L+G&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.95KM,,,
73,01kg094m90m19yqpm1cgdbmvda,Alexander,Kehrer,Alexander Kehrer,Male,,,https://ui-avatars.com/api/?name=A+K&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.949KM,,,
73,01kdnf3jwfsg9rv1mtfaps6f0x,Aurélien,Noiret,Aurélien Noiret,Male,,,https://ui-avatars.com/api/?name=A+N&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.316KM,2.883KM,,,
75,01k8992pxfchkvhn3akgze3qwm,Martin,Drevet,Martin Drevet,Male,,,https://ui-avatars.com/api/?name=M+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.201KM,2.994KM,,,
76,01kdakmknk8sngyag5h26g3pfy,Pierre-Yves,Lopez,Pierre-Yves Lopez,Male,,,https://ui-avatars.com/api/?name=P+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.943KM,,,
77,01kprws6yya9ygqfhnq103jevy,Philippe,Damljanovic,Philippe Damljanovic,Male,,,https://ui-avatars.com/api/?name=P+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.793KM,3.398KM,,,
78,01kgd1djke3m84q27hn42dzbjx,Yohann,Barthélémy,Yohann Barthélémy,Male,,,https://ui-avatars.com/api/?name=Y+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.5KM,2.69KM,,,
79,01knpe2drax5acd8xxhm1rbqc7,Ludovic,Sarkissian,Ludovic Sarkissian,Male,France,Symbiote,https://ui-avatars.com/api/?name=L+S&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.937KM,,,
80,01k81mzv1c8m7bqp72h2rt8ee5,Paul,Ross,Paul Ross,Male,United Kingdom,,https://athxgames.com/storage/profile-photos/SHTELbGIrJgCHtHS6h2675QdqUOipOR0HEPScJ40.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.932KM,,,
81,01ksd24mb7sj4n4y5rn4zpceac,Nicolas,Strazzaboschi,Nicolas Strazzaboschi,Male,,,https://ui-avatars.com/api/?name=N+S&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.86KM,2.321KM,,,
82,01h5dmdnhmajcj1p845rq7mgdm,Harry,Shepherd,Harry Shepherd,Male,,,https://ui-avatars.com/api/?name=H+S&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.929KM,,,
83,01jyp3h9aw2by5hw8cvem2qyd9,Mike,DIDIER,Mike DIDIER,Male,,,https://ui-avatars.com/api/?name=M+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.924KM,,,
84,01knkfbmdqyfcv33ywvw89x7g9,Remy,Guillemot,Remy Guillemot,Male,,,https://ui-avatars.com/api/?name=R+G&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.916KM,,,
85,01kpthedz57eg2b10thay5rsfv,Tommy,Fuller,Tommy Fuller,Male,,,https://ui-avatars.com/api/?name=T+F&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.915KM,,,
85,01k84az1nscd35p5mc92nd0rxf,Pedro,Silva,Pedro Silva,Male,,,https://ui-avatars.com/api/?name=P+S&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,3KM,2.165KM,,,
87,01kmsqcfgbb0gva186zzth39kd,Valentin,Julliot,Valentin Julliot,Male,,,https://ui-avatars.com/api/?name=V+J&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.911KM,,,
87,01kz33jt5dd6r4bay1khda0f6y,Antonin,Labrosse,Antonin Labrosse,Male,,,https://ui-avatars.com/api/?name=A+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.911KM,,,
89,01kqevbv4bf2265jn1x8pwp3k1,Teo,Cicutta,Teo Cicutta,Male,France,Le trapèze,https://athxgames.com/storage/profile-photos/UQrtzChHUFOC2GFUpKvLCwsmGWBYjNj3tJFn3FCH.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.909KM,,,
90,01kbqwsg28dty6jzxcpz50a3zb,gautier,lacointa,gautier lacointa,Male,,,https://ui-avatars.com/api/?name=g+l&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.396KM,2.762KM,,,
90,01kzs74f8vf884n35cps6xdayk,Vincent,Roubinet,Vincent Roubinet,Male,,,https://ui-avatars.com/api/?name=V+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.908KM,,,
92,01kq86dys7q6mmw6zwhjer6d12,John,Langlois,John Langlois,Male,,,https://ui-avatars.com/api/?name=J+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.035KM,3.12KM,,,
93,01k3ybqmnm6jzy4gwekbcahzyb,Tom,Williams,Tom Williams,Male,,,https://ui-avatars.com/api/?name=T+W&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.586KM,2.564KM,,,
94,01kjcg7t9d5hckns4z5dagz6r6,Nathanaël,Ajavon,Nathanaël Ajavon,Male,,,https://ui-avatars.com/api/?name=N+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.898KM,,,
94,01kp6thspenr72aq26drj84sjp,Thibault,Bourrelly,Thibault Bourrelly,Male,,,https://ui-avatars.com/api/?name=T+B&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.898KM,,,
94,01kq7bfwnpsx2ay3wvv9n9pbjn,Nicolas,Torre,Nicolas Torre,Male,,,https://ui-avatars.com/api/?name=N+T&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.898KM,,,
97,01k7xsa6r6mwj9rms4jnyd555k,Thibault,Mével,Thibault Mével,Male,,510 TRAINING CLUB,https://ui-avatars.com/api/?name=T+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.181KM,2.959KM,,,
98,01m0k4a2xwqb48vspk7wsz83vs,David,Richard,David Richard,Male,France,,https://ui-avatars.com/api/?name=D+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.887KM,,,
99,01knpgmvmsr1tazyj8f0ta1rq8,Yoni,Ivic,Yoni Ivic,Male,France,,https://ui-avatars.com/api/?name=Y+I&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.063KM,3.067KM,,,
99,01kp8j780jmy71c8bwt3d1ypjf,Anthony,Rabaud,Anthony Rabaud,Male,France,StrongShip,https://athxgames.com/storage/profile-photos/DYH5haRvf7NKogv3IW0Sr7IU4XthykG8aXdBzvTt.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.63KM,,,
101,01kdbg9hbqgv0jdf7k1drqe1v9,Sullivan,LABORDE,Sullivan LABORDE,Male,France,,https://ui-avatars.com/api/?name=S+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.879KM,,,
102,01knbrw8ap16yn6ye3zh4bb6k9,Nassim,Arezki,Nassim Arezki,Male,,,https://ui-avatars.com/api/?name=N+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.877KM,2.25KM,,,
103,01kpth9s37jc97wwxzytgat431,Christopher,Pattison,Christopher Pattison,Male,,,https://ui-avatars.com/api/?name=C+P&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.5KM,2.625KM,,,
104,01m2j87dn69j3jhf2v1kehp6ke,Marco,Graciano,Marco Graciano,Male,,,https://ui-avatars.com/api/?name=M+G&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.821KM,3.303KM,,,
105,01h2dh48wdv5hsxs2mwjhp8v1d,Charlie,Marchon,Charlie Marchon,Male,,,https://ui-avatars.com/api/?name=C+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.636KM,3.485KM,,,
106,01kqcktzkdkj28vzkacrtbyk7r,Chris,CHIRIAZI,Chris CHIRIAZI,Male,,,https://ui-avatars.com/api/?name=C+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.218KM,2.901KM,,,
106,01kqcn088dkqhvb7ydaaby1efz,Timo,Pauget,Timo Pauget,Male,France,,https://athxgames.com/storage/profile-photos/bd4FL4SZbLZQ1M9pcI2FFeyVomuYw6ID2UnsRNXu.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.869KM,,,
106,01m2wx3zegva7k6e6gw20mtmc6,Augustin,Minet,Augustin Minet,Male,,,https://ui-avatars.com/api/?name=A+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.869KM,,,
109,01kk4hy9ybvj04ky44vbz44k51,Morgan,Lemos,Morgan Lemos,Male,,,https://ui-avatars.com/api/?name=M+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.613KM,,,
110,01m2nfrk6qcqhy5xn6khh1p0sg,Louis ,Menard,Louis  Menard,Male,,,https://ui-avatars.com/api/?name=L++M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.637KM,2.472KM,,,
110,01kpp34w4kec6qs591pf0ztk88,Alexandre,MENE,Alexandre MENE,Male,,,https://ui-avatars.com/api/?name=A+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.904KM,3.205KM,,,
112,01khefkq3s2ex21snphqxmmg5v,Yann,NAERHUYSEN,Yann NAERHUYSEN,Male,,,https://ui-avatars.com/api/?name=Y+N&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.531KM,2.572KM,,,
112,01ks2sb7g79pfmjph1ct8ksp4x,Griot,Victor,Griot Victor,Male,,,https://ui-avatars.com/api/?name=G+V&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.142KM,2.961KM,,,
114,01kchvpp39pv4vrfxes4nq8j44,Davide,Aldrigo,Davide Aldrigo,Male,,,https://athxgames.com/storage/profile-photos/h1UZJKhSkgCMkNpfBnAGPpxIY3wpkJaBEnS45cO7.png,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.852KM,,,
114,01kqfwyj20jsj9v25yjmnee4ym,Jérémy,Boulineau,Jérémy Boulineau,Male,,,https://ui-avatars.com/api/?name=J+B&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.984KM,3.118KM,,,
116,01kp5b6bvkdbgatv4pjcymh8mb,GUTTIEREZ,MAXIME,GUTTIEREZ MAXIME,Male,,,https://ui-avatars.com/api/?name=G+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.85KM,,,
117,01kpzx636r0rw5nvrqx318naq4,Clement,Guillaume,Clement Guillaume,Male,,,https://ui-avatars.com/api/?name=C+G&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.849KM,,,
118,01kptafa4ssayvahpz7qks7vd8,Brice,Pouret,Brice Pouret,Male,,,https://ui-avatars.com/api/?name=B+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.848KM,,,
119,01khvn1a2zm5qyxqwdye2701b1,Sébastien,Lavallée,Sébastien Lavallée,Male,,,https://ui-avatars.com/api/?name=S+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.846KM,,,
119,01kj0sekxf4q53srx8nfqvgnzs,Raphaël,Olanda,Raphaël Olanda,Male,,,https://ui-avatars.com/api/?name=R+O&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.617KM,3.479KM,,,
121,01kdj3zftt0zhjcbnzf4c6ry09,Tristan,Joary,Tristan Joary,Male,,,https://ui-avatars.com/api/?name=T+J&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.843KM,,,
122,01kbpzvn1mv8ammh37kreqqsdh,BRICE,ABLASOU,BRICE ABLASOU,Male,,,https://ui-avatars.com/api/?name=B+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.365KM,2.727KM,,,
123,01kght585m98gf0vgcb91pn0ek,Micka,Roques,Micka Roques,Male,France,MK,https://ui-avatars.com/api/?name=M+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.984KM,3.107KM,,,
124,01kehrdzeshwxx0c3wtt29wdts,Richard,Hobson,Richard Hobson,Male,,,https://ui-avatars.com/api/?name=R+H&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.589KM,,,
125,01k6d55c30bssbnb8ktzbveb5f,Jeson,Lengudiana,Jeson Lengudiana,Male,,,https://ui-avatars.com/api/?name=J+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.585KM,,,
125,01kpzmaj15vjhgwv9xjq9900ke,Hugo,Aubry,Hugo Aubry,Male,,,https://ui-avatars.com/api/?name=H+A&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.523KM,3.562KM,,,
127,01knrf9ncfjp88wnh5sp80x969,François-Xavier,Tibor,François-Xavier Tibor,Male,,,https://ui-avatars.com/api/?name=F+T&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.834KM,,,
128,01kk2dvqm2tk1g186b5ynpae9d,Samuel,Shimi,Samuel Shimi,Male,,,https://ui-avatars.com/api/?name=S+S&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.833KM,,,
129,01kecx5yyg3wg1hdw94sccmhy6,Rhys,Lawson,Rhys Lawson,Male,,,https://ui-avatars.com/api/?name=R+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.582KM,,,
130,01m2dm9hdtdxcjdk1457jn0mtn,Luis,Kormos,Luis Kormos,Male,,,https://ui-avatars.com/api/?name=L+K&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.581KM,,,
130,01kdnmq5rade5ry5kcsrszkh9j,Thibault,Revel,Thibault Revel,Male,,,https://ui-avatars.com/api/?name=T+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.831KM,,,
132,01kqhkabgvqd3efmrpwj7f6bn1,Johan,Sebbah,Johan Sebbah,Male,,,https://ui-avatars.com/api/?name=J+S&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.812KM,2.267KM,,,
133,01jjsmmnwd9arrgzg88bdk96nh,Richard,Wilson,Richard Wilson,Male,,,https://ui-avatars.com/api/?name=R+W&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.327KM,2.75KM,,,
133,01m0m878e43rnrjana52ddv840,Quentin,Piveau,Quentin Piveau,Male,,,https://ui-avatars.com/api/?name=Q+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.838KM,2.239KM,,,
135,01kpamzxzfbgs09xbpdwrvpdk3,Niakate,Ladjie,Niakate Ladjie,Male,,,https://athxgames.com/storage/profile-photos/0PyqQuJxG5EPYXYXFHo5P268Vxnjj0gyasqXEdwt.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.143KM,2.929KM,,,
136,01kmws1hf4j3kyczw4w168qy53,Alexis,Leglise,Alexis Leglise,Male,,,https://ui-avatars.com/api/?name=A+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.821KM,,,
137,01kprmqcfyzfer5vjdqx3zpvw2,Clément,Rodriguez,Clément Rodriguez,Male,,,https://ui-avatars.com/api/?name=C+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.818KM,,,
137,01kcxdhft7d4j3p564bj9cedna,LARMET,Jérôme,LARMET Jérôme,Male,France,,https://ui-avatars.com/api/?name=L+J&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,2.818KM,,,
